customer_id,vendor_id,region,order_volume,avg_delivery_time,on_time_rate,defect_rate,support_tickets,monthly_revenue,customer_tenure_months,churn_risk
71,149,East,228,2.2042336265153986,0.9541583317100746,0.09247823538250816,6,2430.295616381799,12,0
72,103,North,201,4.767225594615418,0.7945441117397659,0.1729925210230404,0,3135.543516344246,34,1
73,101,West,26,8.113039622741333,0.7828711974925459,0.04989164085864646,0,1936.8707550866689,7,1
74,105,North,21,6.23933406801975,0.9944959971557343,0.14342411369443872,0,5892.105113356916,11,1
75,153,South,415,7.128773445144201,0.8581795542745769,0.1712264998027487,3,3577.5678760471774,31,1
76,103,South,410,2.707253633572095,0.971926289174331,0.07135374232465452,3,5940.912764796244,29,0
77,153,South,403,6.570533737069494,0.7491643071341446,0.15149288909014355,17,8316.103058660272,13,1
78,192,West,383,3.911503554203264,0.8928456744400523,0.05901446985286188,10,18916.67289735158,31,0
79,162,East,202,8.508730293592908,0.9429580562081759,0.05977142705180616,0,12597.14513585215,2,0
80,117,West,31,6.663689254096625,0.984218574875934,0.021411435710837215,9,16864.501927976286,39,0
81,189,North,483,2.789706499977663,0.801202042305107,0.08801160930187975,8,14496.678513534313,15,1
82,143,West,129,1.5815501185967753,0.9174943509772158,0.14594238129948445,3,3137.559480006003,57,1
83,133,North,219,1.3836988835832946,0.8616439027118856,0.188044161114257,5,14982.487721105028,11,1
84,173,West,315,4.342677108851267,0.7181886778199404,0.12075939838581923,15,6226.8787496233645,34,1
85,161,East,279,3.392660229888821,0.906999921192683,0.17262710754714783,1,13143.04909289942,39,1
86,199,North,201,6.814811111162572,0.907028967471353,0.16449892985804543,17,7478.277499216782,4,1
87,113,South,184,5.494004514807564,0.9791820414539611,0.034668610595056173,9,19955.773002028523,11,0
88,194,South,294,3.3941735020484263,0.8491937338506916,0.0971634857825263,16,6007.4781104387785,29,1
89,147,West,213,2.343140001551585,0.7690752762131544,0.023384707105078298,12,6303.478944711123,2,1
90,114,South,173,2.1447978641870464,0.7133691470346037,0.136430632312327,17,18682.77285568557,16,1
91,171,North,260,8.78194352926376,0.8246926560057717,0.1899799336492152,12,1468.2436880901307,39,1
92,177,South,236,3.1913017156438053,0.7905750100232505,0.0274178916157513,16,14237.09076959074,13,1
93,186,East,445,6.865395831198715,0.9283264918071626,0.14677662616050827,4,14781.201423981684,37,1
94,161,East,390,8.296173351876396,0.806280329452314,0.1264476301735722,10,16891.192970797587,17,1
95,139,West,469,6.526731800662625,0.9847213588944532,0.11672100740161995,6,19514.34690213103,21,1
96,184,North,16,8.736087084822511,0.9886930608963354,0.07802404693766785,9,19536.436463976395,44,0
97,179,East,38,4.531543493756271,0.8862725770653124,0.07102632955076252,16,2240.258393762814,19,1
98,181,East,404,9.605999715840534,0.9785980861044649,0.009049837803777572,14,16614.947132305148,7,1
99,152,North,42,2.1983050376028723,0.9282563033543487,0.0435817416504027,17,13279.888739490245,38,1
100,123,South,143,1.9193457669178429,0.8640578922925378,0.0030353764573653797,18,13299.500553088732,8,1
101,125,South,376,6.928229315866992,0.7540923806268334,0.1162834211164041,1,3438.648605679201,13,1
102,188,West,88,9.485480272719355,0.837579383054152,0.021170647175581772,3,13353.556162467414,37,1
103,159,South,425,8.279951154726952,0.8682623390087852,0.17460387880594322,2,19667.16903142371,2,1
104,140,North,444,1.6877517349424629,0.959188474220503,0.10462860413943305,6,18324.552821249494,41,1
105,128,East,468,3.5143094254124474,0.8444000129606994,0.1399379818117417,17,9343.48255529216,11,1
106,114,South,67,9.372869963540413,0.969302401803387,0.0821714183680993,9,1759.0114924357924,24,0
107,144,West,480,3.277525895207061,0.9023046937070407,0.11211596180020973,6,7883.576310003892,6,1
108,164,South,35,8.030533814082274,0.7410997189161014,0.1885318353933261,7,16701.41592041055,26,1
109,188,North,491,8.426189763358334,0.9984944107975279,0.016546807924734154,5,14328.482927838155,7,0
110,170,West,439,5.4590689311488365,0.8581697982261738,0.05078755438473923,0,9727.529456285172,57,0
111,108,South,235,4.47714018863484,0.8175574889227236,0.15599766538210888,3,2046.9291680177907,39,1
112,187,West,294,5.051119891777836,0.897734129340858,0.01974744137653317,13,9110.99982864275,19,1
113,100,North,13,3.0426822492882772,0.7326679941943117,0.01513222078082217,16,9911.473854639786,6,1
114,107,East,474,9.004518245159598,0.8909615940260063,0.07230827975080771,19,18642.555124988583,43,1
115,187,North,108,5.055576910567821,0.8494708001497819,0.018433591694486464,17,13180.63596806103,29,1
116,162,North,406,8.942134964104898,0.8220022209995749,0.11701568844124062,10,6921.405416438329,43,1
117,110,North,498,1.9512413191564668,0.9859060063536698,0.04525505016331997,13,10981.047024563706,39,1
118,180,North,48,9.894477439001182,0.856761915019616,0.17913959263987447,8,2255.050848621041,2,1
119,107,East,280,4.989457786992564,0.7657352438409815,0.15670001616905135,14,19478.796477345,19,1
120,134,East,384,1.430477383546949,0.8376890438131895,0.13994104121989523,11,7841.138136683794,4,1
121,134,West,294,1.3421966341370943,0.9758162213718018,0.1233888054769004,9,10079.47974334958,58,1
122,132,South,166,7.715865317336547,0.7528286413991784,0.17269314606829267,18,7750.395510501529,6,1
123,104,East,84,6.931319807833127,0.764187111606471,0.044612412308551376,18,13967.722872207803,49,1
124,140,East,381,8.219175023148289,0.7039088703271251,0.17462176855284553,5,13582.411008262268,57,1
125,127,South,297,1.9483078055752536,0.7042570148187302,0.15789845968481048,19,14591.123900053577,37,1
126,106,East,139,1.3201378033199351,0.9488174880875537,0.14963216527753712,5,6094.721362626496,28,1
127,172,North,184,5.577213605028206,0.9196367820528868,0.11225113561498481,7,6997.701142117254,30,1
128,171,North,471,4.488357083344926,0.8065123169355874,0.04924883219412002,0,3379.773390827951,7,1
129,111,South,93,5.157522430038602,0.9094933471682718,0.08470958319837928,16,13454.689465076139,9,1
130,133,West,31,9.924295679832467,0.818561777892991,0.15871413090776032,16,1756.1454193773984,25,1
131,132,West,468,9.736749619036031,0.9858690387993483,0.006355696871464889,14,12355.964374945723,33,1
132,147,South,36,9.480838507058735,0.9901158044278104,0.15641015385275167,6,17524.221812181044,1,1
133,122,South,204,8.054584090909064,0.817838132742803,0.0480141480975133,18,17925.810817503036,51,1
134,161,North,346,4.193572242312014,0.9562665719022604,0.028861840144320607,2,9531.717447029272,6,0
135,187,West,391,4.709178372364944,0.9319267125092399,0.023140263636060435,10,9726.770076048402,18,0
136,136,East,245,5.946544393470321,0.7929999811515368,0.005450002390163022,19,2462.4144771523297,10,1
137,198,North,449,8.47481010764356,0.7696119486703318,0.10471729704429059,18,13744.53548341768,28,1
138,143,South,101,1.6184154926644099,0.8374703951178502,0.0436519745387459,8,16603.928987084066,11,1
139,185,West,486,4.818671972963993,0.9344046521843219,0.19788635315592631,9,5648.446037489548,33,1
140,190,East,30,1.7435589711334183,0.9880503354186236,0.11488735117444115,1,9004.716751033928,1,1
141,134,East,312,5.631918279161604,0.9290737206599717,0.027577053871202087,0,16937.947398540135,13,0
142,164,North,473,9.090107416056119,0.956562095505511,0.13775250816227308,15,17665.28888558347,37,1
143,198,West,366,8.042364321075441,0.8809192918511549,0.17954871330194508,17,5620.419625020293,20,1
144,146,West,452,3.05058175788799,0.9506223492526378,0.14903589907392287,16,11460.842056285921,1,1
145,177,South,93,9.783917646389131,0.9353262574010253,0.015287972207889534,5,4657.369862080714,52,0
146,102,West,271,7.006153582417856,0.813095662577884,0.17917683623853192,13,2935.6965186515745,3,1
147,100,West,156,1.0938492945766276,0.8655970906362163,0.15878587717199297,14,18311.28952644719,18,1
148,104,North,450,3.2987213621669755,0.9414259365969084,0.031660780021122874,13,16589.642580410073,41,1
149,189,West,462,3.3464196992792488,0.7138170202569869,0.010357177746563374,2,15440.663134260305,14,1
150,113,East,396,1.6232887565727394,0.9424237847067489,0.1114621150628617,18,1926.560057449668,31,1
151,126,North,266,9.638438662683361,0.753366437214707,0.031207162267995383,11,17030.84706149489,27,1
152,108,North,67,5.3042976511833135,0.8544050851364317,0.16691819051905443,1,9322.837442202292,17,1
153,178,South,389,9.062331376346938,0.9424826318667813,0.07166693133433476,2,7505.507342621333,55,0
154,114,West,431,3.899939531001655,0.7761463234470084,0.1825784889473151,17,11383.050859482153,46,1
155,189,South,24,2.127102133895444,0.7737422317918459,0.11313763442820116,0,2735.7116117475607,29,1
156,141,East,171,5.269024989155925,0.8208293195386756,0.03653447684793363,19,15376.284437695578,36,1
157,176,North,454,2.0256097124288543,0.9683928392732903,0.02791977347196002,5,12066.266460877621,37,0
158,150,North,172,5.374139526797859,0.7001328344311624,0.11529448751155079,4,4545.211840590183,26,1
159,162,North,329,9.28267463097467,0.9704149289925805,0.15237672237248878,0,4576.411795611866,53,1
160,195,East,290,5.686913276507914,0.7461421073924823,0.15630112954843645,18,4500.72437988081,17,1
161,151,East,289,6.548497542055752,0.9970259128202446,0.055151480888256256,0,2083.045363486746,22,0
162,195,South,21,2.4097459327642747,0.9864540979115404,0.0408493517824335,15,12168.170538062011,25,1
163,103,South,283,1.3936206329197254,0.848402556877385,0.0033512608984764825,11,16966.615374181652,2,1
164,193,South,280,1.9972716596182634,0.8538160743437884,0.13583983024023388,7,1332.4660657603833,55,1
165,122,West,217,6.386784181159291,0.8444648020827563,0.015313651686707798,15,1931.0882544541973,22,1
166,114,North,36,1.855105290930742,0.8906330936978568,0.08415224035318516,0,11882.63525705197,5,0
167,142,North,81,4.383936009471803,0.7272165106704793,0.12033643280365923,3,16570.418022334994,4,1
168,128,South,69,5.950827464123404,0.7097853845024699,0.1874217889839354,9,7208.038920804038,36,1
169,135,North,439,4.497875187668623,0.7173108785247696,0.06236042739115373,10,7642.673577346721,6,1
170,112,South,482,2.4731542131877133,0.8333096047724543,0.04995443248930396,16,12330.583452438743,52,1
171,131,West,154,3.464121767626959,0.782664381765845,0.1308320308572197,6,6210.044893358793,21,1
172,170,West,102,9.354857795637193,0.8866118687112982,0.12384780641071634,11,1505.5589554759986,13,1
173,158,East,318,7.083840480277198,0.9977326868124337,0.06642195666162491,6,14969.341843930326,54,0
174,185,West,17,5.464430548118979,0.8158969519229398,0.1856203671019573,11,12887.348345887609,37,1
175,127,South,88,1.1144340098820416,0.872152376231354,0.16897246549792655,14,12034.363982057523,55,1
176,165,West,36,9.931738604405231,0.8246811687722007,0.04479650917301623,1,15091.99845084464,25,1
177,141,East,183,7.043094414051789,0.9541815003165578,0.04782850908690464,13,13829.385913678712,26,1
178,144,North,59,3.8523022961045044,0.9706709210386715,0.10246006937741613,12,4911.757775388101,55,1
179,161,South,208,8.913417939980544,0.963206683661578,0.15471442034614408,3,7697.139891923672,39,1
180,156,North,396,3.325884582626363,0.9923116716037772,0.008808075877692879,13,3396.092691893875,20,1
181,105,East,358,5.896149212644764,0.7082557555421245,0.13866703074694134,13,3467.2832549397394,33,1
182,127,East,457,6.724636873568426,0.9519448486436592,0.1296471794764194,15,13847.719180774246,14,1
183,127,East,437,2.989570343083556,0.925531651911728,0.04629601918259765,6,17313.402032667465,56,0
184,143,North,190,9.805575509205363,0.7686083228201094,0.13627060264826976,18,19291.91909336164,36,1
185,183,North,33,7.733727153810978,0.9868960280162582,0.18803663825041653,1,12938.595233439444,17,1
186,129,North,325,6.020319029599629,0.7444533784689836,0.009357168994353704,9,4497.925143858182,21,1
187,161,North,387,2.625351383577708,0.9038649781401725,0.0639304110584125,17,3007.3565635296836,46,1
188,174,East,396,1.4847238629822352,0.7674670650447737,0.08763534333327105,16,16444.168459198398,16,1
189,191,East,413,3.880538492688851,0.8294141946322224,0.17985207178493792,4,11996.373050839986,46,1
190,188,South,55,7.778686023220625,0.9157479690833706,0.19245228932183134,11,12747.415399260677,16,1
191,161,South,24,3.4239816847182256,0.8689973926099139,0.08882304929926646,5,15847.779686339476,56,0
192,196,North,162,5.8560059844595465,0.8282505493984335,0.15000568242843826,8,14362.26732691658,20,1
193,100,West,231,7.551524590576689,0.7979015292795961,0.1063322047528966,19,16854.706804265836,29,1
194,126,West,215,1.9714934318181792,0.951897896712637,0.1075565869482753,0,2068.064203737691,28,1
195,161,East,464,7.1676821450428605,0.7431443050944441,0.05561990301327129,14,15202.89209818359,8,1
196,176,East,282,1.8268379893904023,0.82903086295894,0.043391249172775904,5,17166.20238911981,24,1
197,102,East,391,9.686167679142969,0.9711272715325426,0.05760106918480823,18,6436.565806707972,3,1
198,169,South,245,5.395547170584456,0.9537548651379903,0.11126560145141587,17,13168.498205871803,25,1
199,171,South,349,2.3560849693888963,0.820282528741914,0.005831037204417799,5,6969.079212902469,19,1
200,126,East,237,4.0814527243019185,0.9289325090803925,0.18144978887128116,12,19201.450263166626,33,1
201,108,East,18,4.720748043657353,0.9469482492126577,0.03125674190995525,0,1635.0478762745715,2,0
202,161,East,175,7.823665099688836,0.9666662272010889,0.04401773537427731,12,12016.064032826145,15,1
203,136,West,441,7.6908140746894835,0.8633517307147683,0.10365523528952927,6,4163.567393940786,22,1
204,196,South,453,6.507464548035979,0.7613382658164135,0.14202295326745587,14,14532.183898366015,10,1
205,150,West,328,1.9533764130264366,0.7765927229511794,0.01914581094887946,11,4341.91538495458,18,1
206,143,West,223,2.3641243442890625,0.7887084022124813,0.06353893950943244,0,5472.2819760687935,22,1
207,123,East,126,1.8438122858100097,0.8781407442428846,0.19373492111487145,14,10393.045409869404,46,1
208,178,East,395,6.194555049587951,0.7098428872385825,0.05246859335618914,3,18381.864049940683,49,1
209,158,North,353,8.894245973602636,0.8908127406339905,0.06261002901262938,12,5022.573070811446,27,1
210,131,North,81,4.904204610292946,0.8093062715284696,0.1672996981236067,4,3740.560401243967,13,1
211,195,West,404,2.4476335656197157,0.7885725407468926,0.01004288633809105,1,15420.559805226581,33,1
212,187,South,73,6.022380926340703,0.9638489712184379,0.09292263376179417,0,10511.771114344689,5,0
213,151,East,214,8.305769951791389,0.8380007186742396,0.07592335289033406,15,18323.917135253658,26,1
214,161,East,218,7.67540855361637,0.7285159136598078,0.06331735198173023,5,3785.6765860370033,13,1
215,157,West,81,8.933057017075193,0.9480240304078741,0.05713991880895291,15,13272.629967437748,27,1
216,151,North,286,3.5011188752398104,0.714292377230952,0.01827482097208184,13,5424.703776884486,57,1
217,111,South,283,2.745584805409974,0.918024767250459,0.06296516587032977,2,3978.448144381147,14,0
218,138,North,487,8.91834837347745,0.9321718665311995,0.008610480543133714,14,13985.15888798814,24,1
219,101,North,329,6.918042815002208,0.8057807817786574,0.15619277272888707,2,12280.007778265932,3,1
220,102,North,347,3.7983603700679875,0.947436356883336,0.07964555879160234,1,15341.721708884294,47,0
221,155,North,375,7.681132455152583,0.854697821756936,0.08878076646398232,0,6879.788952477465,51,0
222,180,East,104,8.336065460323312,0.838988095981839,0.1787189172900263,8,9511.46147126161,49,1
223,158,East,175,6.534804163070191,0.7136209844406077,0.13161099677224417,8,8703.961850277952,30,1
224,101,North,41,7.190956988919236,0.7870087580946717,0.0016118206684239578,6,19697.69981536377,35,1
225,101,South,20,4.377339139983997,0.97930299126559,0.188634964592257,2,6552.730178048369,48,1
226,191,West,310,5.848261006087352,0.81754718898505,0.04742889319554225,17,6601.527528588571,14,1
227,153,South,226,5.71743253653546,0.8640101561670305,0.02152283695197177,10,7736.41596774354,12,0
228,186,South,298,8.632430120176947,0.8596065036952756,0.15362563567617646,6,11727.287544516108,28,1
229,195,South,111,8.559675822539642,0.877129326946808,0.10009546317334364,8,5794.13214101116,44,1
230,196,North,434,8.49412422412339,0.7183992866929847,0.08675411320360352,0,18390.508867206205,29,1
231,100,East,401,1.0992845283621921,0.8086528764396185,0.049900615936548355,13,6048.025732459007,43,1
232,118,South,276,7.745909360219994,0.9169384821647663,0.10949429797246374,19,18020.4988996437,17,1
233,101,North,223,7.828087510999044,0.7601680753218949,0.054876921040517494,5,2966.0262092851085,40,1
234,152,South,188,7.105409405696276,0.7610735132639082,0.18031660105741354,6,13474.691345593394,49,1
235,143,South,97,7.806381921023073,0.7030271820067073,0.04304089594663856,9,18232.72485032663,21,1
236,189,North,50,8.577733343470378,0.8312445779824629,0.1768710300911507,6,4206.2393295663605,57,1
237,131,East,410,5.232871486916071,0.9648203142020266,0.1118810851454714,1,19398.212241885845,23,1
238,169,East,85,5.518451921396024,0.7155702830761926,0.1656976267790482,3,9604.783847894721,20,1
239,131,West,386,2.122426512202514,0.7573356128488008,0.142569199172191,16,18968.587060379465,11,1
240,167,North,55,4.468382947426257,0.7930253615028264,0.1393390222873497,0,13859.580828970893,57,1
241,154,West,169,6.790286619206059,0.9195174209692638,0.06486916153901115,9,6730.15052759748,57,0
242,174,West,472,8.02359798532547,0.892190677840776,0.0467793862944407,18,4577.747973425022,34,1
243,155,West,89,2.954881879220895,0.8247831713745565,0.04217724553615763,14,6770.965878276888,10,1
244,116,East,319,2.2404060924331186,0.9277206817775128,0.17143833141191775,9,2767.330775990825,10,1
245,137,North,95,6.96737804050443,0.8828893034970706,0.16408536405180402,18,3733.4913605232655,43,1
246,123,West,101,1.0169189517241959,0.9688122398971657,0.08811470560246147,11,2988.5483665831416,6,1
247,168,North,157,2.6053532587659687,0.9454080247416079,0.02648092269929092,15,9035.927331089597,36,1
248,197,North,170,1.2616424230955836,0.7758440818267601,0.07645045039549168,8,16115.989148894143,24,1
249,169,East,211,2.5019660606938383,0.78143157329026,0.12386869082738228,14,3686.2875301104636,12,1
250,185,West,433,2.631873519329547,0.7376069427377157,0.09088063089599058,16,3476.0882302743817,43,1
251,110,West,425,4.489062352753548,0.8010894177152369,0.156037853696599,13,13225.150040829285,55,1
252,115,North,251,4.6209441221790035,0.9998631756157284,0.1995245644502771,17,4746.476657393259,23,1
253,196,South,362,8.868362235492139,0.8217253505845182,0.03822641768977937,1,2854.59072407084,27,1
254,172,East,11,5.590987412489427,0.7661465304067319,0.0919301639319145,3,4170.122985905975,58,1
255,158,East,234,7.510642890510576,0.9287448653426659,0.08619678038416441,17,18550.896521658746,57,1
256,169,East,298,1.9372362212825869,0.8627413010387968,0.06089850654979017,6,16607.953802747626,45,0
257,179,East,242,3.0289487991732447,0.7448804348580857,0.03961910334405792,12,7727.226684746788,37,1
258,192,West,470,7.326490968808091,0.8142069043482597,0.013138423297931846,14,13460.594579220464,6,1
259,102,West,423,1.475235644216753,0.8243409146618029,0.1774238634447397,0,11208.237799692724,1,1
260,119,South,426,5.379378960193778,0.9261489101707656,0.08396973953726353,10,13865.361006168714,6,0
261,158,East,86,6.3943206909664045,0.7062014106675712,0.09937910370000978,9,13970.751896792428,50,1
262,135,East,125,6.419310796472329,0.7807058940394931,0.1833884096401832,4,12945.946286139866,22,1
263,118,North,163,1.2063953014123783,0.8552788903946567,0.15525809550318959,15,6055.926002208863,41,1
264,189,West,415,3.8989720380626696,0.7806540227358529,0.026100252823436844,10,1741.1219944935444,24,1
265,166,East,112,6.728415859442387,0.8885302142256997,0.11308399352154848,5,9655.768857812067,25,1
266,118,South,203,2.3409976253431912,0.8445602437823849,0.08845045530391182,8,17928.503809123373,15,1
267,119,South,175,7.258740834952479,0.8085130764578742,0.15944221451575258,12,11820.447911852942,26,1
268,195,West,368,7.713326879323071,0.9847625880611537,0.14484650952238984,7,16815.42979233625,8,1
269,170,South,99,9.837722714015307,0.8896478497559372,0.1380811443822144,13,19840.862516263336,51,1
270,151,South,183,2.888577953707685,0.7389824116803824,0.06810896709597938,0,4108.707878627249,24,1
271,132,West,131,8.426176008995036,0.8680275092330186,0.16099274607985092,16,14143.775143697663,48,1
272,139,East,152,5.682669192267887,0.9342195559602703,0.010478259118972245,4,13811.577900300468,38,0
273,138,East,491,4.3611633652975605,0.9125469092478392,0.031924980286433445,1,19619.15349980729,6,0
274,181,South,115,2.1013908159266013,0.7516267687885778,0.06712465459558235,8,19726.413945103206,54,1
275,100,South,384,7.619550458387838,0.991725999712031,0.015361488213856257,3,14046.89362275846,35,0
276,110,East,437,3.1227183922931836,0.8346440937239817,0.046998855506938324,16,5628.681047661691,42,1
277,191,West,314,4.342798016857412,0.7477075011220784,0.16603019659958362,16,16172.560924481382,1,1
278,156,South,369,1.562880042076316,0.7540587262384444,0.18965030755801587,17,3033.553550009724,46,1
279,188,North,468,8.21230224237567,0.7294704976567241,0.0609204711548381,15,15833.286779260945,36,1
280,149,West,326,7.89929671574479,0.9410554325304803,0.05290316079776765,7,18293.72635874923,58,0
281,122,South,460,7.602542470380812,0.7366091482965546,0.055978530449285385,10,8273.834500600271,12,1
282,130,South,132,3.69499159442698,0.737537577142524,0.05554381747016877,17,12982.070604678529,38,1
283,193,North,399,2.5613206683936154,0.9551414844282513,0.007186036437194599,9,9172.7119098397,11,0
284,141,North,18,6.737979380232067,0.8033812253342678,0.18538326926622162,12,9317.53604477444,12,1
285,198,East,271,5.465497457018975,0.7092573712924217,0.042739628314065685,16,6897.046893054281,42,1
286,106,West,82,2.6042722021417744,0.7155685898555232,0.084000814816281,17,15480.462788556168,50,1
287,115,West,368,7.173201439448773,0.7426511340111687,0.001937376548193548,9,18787.3547191636,39,1
